,Title,Actual_Price,Selling_Price,Model Name,Color,Headphone Type,Inline Remote,Sales Package,Connectivity,Headphone Design,Accessories Included
369,"PTron Bassbud Bluetooth Gaming Headset  (Black, True Wireless)","₹3,699","₹1,499",Bassbud,Black,True Wireless,Yes,"1 Earbud , User manual ,Warranty card, USB Cable",Bluetooth,Earbud,"Charging Case, Additional Earmuffs/Eartips, USB Charging Cable"
370,"ZEBRONICS ZEB-BRO Wired Headset  (Green, In the Ear)",₹399,₹308,ZEB-BRO,Green,In the Ear,Yes,1 X WIRED HEADPHONE,Wired,Canalphone,
371,"boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset  (Cherry Blossom, True Wireless)","₹2,990","₹1,299",Airdopes 131 / Airdopes 138,Cherry Blossom,True Wireless,No,"Airdopes 131,Charging Case, Type-c Charging, User Manual, Warranty Card",Bluetooth,Earbud,
372,"Skullcandy Push Active True Wireless Earbuds, Voice Control Bluetooth Headset  (Black/Orange, True Wireless)","₹13,999","₹7,899","Push Active True Wireless Earbuds, Voice Control",Black/Orange,True Wireless,No,"Push Active True Wireless Earbuds Charging Case Ear Gels (S, M, L) USB-C Charging Cable User Guide 1-Year Limited Warranty",Bluetooth,Earbud,
373,"PTron Bassbuds Xtreme Bluetooth Headset  (Gray/Black, True Wireless)","₹4,599","₹1,799",Bassbuds Xtreme,Gray/Black,True Wireless,Yes,"1 Earbud , user manual ,warranty card",Bluetooth,Earbud,USB Charging Cable
374,"Skullcandy Dime Truly wireless in Ear Earbuds with microphone Bluetooth Headset  (Chill Grey, True Wireless)","₹7,499","₹2,699",s2dmw-p744,Chill Grey,True Wireless,Yes,"Dime True Wireless Earbuds, Charging Case, Ear Gels (S, M, L) Micro- USB Charging Cable, User Guide",Bluetooth,Earbud,"USB Charging Cable, Charging Case"
375,"Boult Audio ProBass Curve Neckband Bluetooth Headset  (Blue, Black, Grey, In the Ear)","₹3,499",₹899,Curve Wireless Neckband Magnetic Earphone With Mic,"Blue, Black, Grey",In the Ear,Yes,"1 Earphone, 2 Extra Pair of Earbuds, Charging Micro USB Cable, User Manual",Bluetooth,,
376,"ZEBRONICS Zeb-Calxy Wired Headset  (Black, On the Ear)",₹399,₹308,Zeb-Calxy,Black,On the Ear,Yes,1 headphone,Wired,,
377,"ZEBRONICS ZEB-SOUND BOMB 4 Bluetooth Headset  (Black, True Wireless)","₹3,999","₹1,649",ZEB-SOUND BOMB 4,Black,True Wireless,Yes,1 headphone,Bluetooth,Earbud,
378,"Boult Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast Charging, Pro+ Calling, Type C, IPX5 Water Resistant, Bluetooth v5.1, Voice Assistant Bluetooth Headset  (Black, True Wireless)","₹5,499","₹1,399",airbass y1 wireless earphones,Black,True Wireless,Yes,"1 Charging Case, 2 True Wireless Earbuds, 2 Extra Earbuds, Charging Cable, Instruction Manual",Bluetooth,Earbud,
379,"Wings Phantom105 Gaming Earbuds with ENC, 60 Hours Playtime, RGB Light Bluetooth Gaming Headset  (Black, True Wireless)","₹3,599","₹1,499",WL-PHANTOM105-BLK - Phantom 105,Black,True Wireless,No,"1 Pair Earbuds, Charging Case, Warranty Card, User Manual, Type-C Charging Cable, 2 Extra Pairs of Ear Tips",Bluetooth,Earbud,
380,"Skullcandy Dime Truly wireless in Ear Earbuds with microphone Bluetooth Headset  (Blue, True Wireless)","₹7,499","₹2,699",s2dmw-p751,Blue,True Wireless,Yes,1 Headphone and kit,Bluetooth,Earbud,Charging Case
381,"Portronics Harmonics 230 Bluetooth Headset  (Black, In the Ear)","₹1,999","₹1,499",Harmonics 230,Black,In the Ear,Yes,"1 Headset, 1 Charging Cable, 1 User Manual",Bluetooth,Behind the Neck,"USB Charging Cable, User Manual"
382,"PTron Bassbuds Jade Bluetooth Gaming Headset  (Black, True Wireless)","₹3,699","₹1,389",Bassbuds Jade,Black,True Wireless,Yes,"1 earbud , user manual ,warranty card",Bluetooth,Earbud,USB Charging Cable
383,"ZEBRONICS Zeb-Blitz with DOLBY ATMOS with 7.1 Surround Sound Bluetooth Gaming Headset  (White, On the Ear)","₹5,999","₹2,399",Zeb-Blitz,White,On the Ear,Yes,"1 Headphone, User Manual",Bluetooth,Over the Head,
384,"PTron Bassbuds Rush Bluetooth Gaming Headset  (Black, True Wireless)","₹3,199","₹1,599",Bassbuds Rush,Black,True Wireless,Yes,1,Bluetooth,Earbud,USB Charging Cable
385,"Portronics Harmonics Z2 - 30 Hours Playtime Wireless Neckband Bluetooth Headset  (Yellow, In the Ear)","₹1,999","₹1,245",Harmonics Z2 Wireless Stereo,Yellow,In the Ear,Yes,"1 headphone, Charging Cable, User Manual",Bluetooth,Behind the Neck,USB Charging Cable
386,"boAt Airdopes Atom 83 with 50Hrs Playback, Quad Mics ENx Technology & Beast Mode Bluetooth Headset  (Carbon Black, True Wireless)","₹4,490","₹1,499",Airdopes Atom 83,Carbon Black,True Wireless,No,"1 Pair Earbuds, Additional Eartips, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
387,"boAt Rockerz 255F Pro with ASAP Charge and upto 10 Hours Playback Bluetooth Headset  (Active Black, In the Ear)","₹3,499","₹1,399",Rockerz 255F Pro / Rockerz 255 Pro,Active Black,In the Ear,Yes,"1 Headphone, Additional Earbuds, Charging Cable, User Manual, Warranty Card",Bluetooth,Behind the Neck,
388,"Noise Buds VS202 with 13mm driver,Hyper Sync and Fast Charge Bluetooth Headset  (Snow White, True Wireless)","₹3,499","₹1,099",Buds VS202 Truly Wireless,Snow White,True Wireless,No,"1N Bluetooth Headphone, 1N Charging Case, 1N Charging Cable, 1N User Manual, 1N Warranty Registration Card",Bluetooth,Earbud,
389,"boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset  (Cherry Blossom, True Wireless)","₹2,990","₹1,299",Airdopes 131 / Airdopes 138,Cherry Blossom,True Wireless,No,"Airdopes 131,Charging Case, Type-c Charging, User Manual, Warranty Card",Bluetooth,Earbud,
390,"Wings Phantom 110 Neckband, LED , 20 hrs Playtime, 50ms Low Latency Headphones Bluetooth Gaming Headset  (Red, Black, In the Ear)","₹1,999",₹899,WL-PHANTOM110,"Red, Black",In the Ear,Yes,"1 Neckband, Cable, Ear Cushions, User Manual",Bluetooth,Behind the Neck,
391,"Skullcandy Push Active True Wireless Earbuds, Voice Control Bluetooth Headset  (Blue/Green, True Wireless)","₹13,999","₹7,999","Push Active True Wireless Earbuds, Voice Control",Blue/Green,True Wireless,No,1,Bluetooth,Earbud,
392,"Boult Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast Charging, Pro+ Calling, Type C, IPX5 Water Resistant, Bluetooth v5.1, Voice Assistant Bluetooth Headset  (White, True Wireless)","₹5,499","₹1,399",airbass y1 wireless earphones,White,True Wireless,Yes,"1 Charging Case, 2 True Wireless Earbuds, 2 Extra Earbuds, Charging Cable, Instruction Manual",Bluetooth,Earbud,
393,"boAt Rockerz 255 Arc with ENx Technology and upto 30 Hours Playback Bluetooth Headset  (Cosmos Black, In the Ear)","₹2,990","₹1,299",Rockerz 255 Arc,Cosmos Black,In the Ear,Yes,"1 Headphone, Additional Earbuds, Charging Cable, User Manual, Warranty Card",Bluetooth,Behind the Neck,
394,"boAt Airdopes 100 with 50 Hours Playback, Quad Mics ENx Technology & Beast Mode Bluetooth Headset  (Sapphire Blue, In the Ear)","₹4,490","₹1,399","Airdopes 100 with 50 Hours Playback, Quad Mics ENx Technology & Beast Mode",Sapphire Blue,In the Ear,Yes,"1 Pair of Earbuds with Charging Case, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
395,"Boult Audio ProBass XCharge with Zen Tech ENC mic 20H Playtime, Ultra-Fast Charging Bluetooth Headset  (Black, In the Ear)","₹4,999",₹999,ProBassXcharge Black,Black,In the Ear,Yes,"1 Earphone, 2 Extra Pair of Earbuds, Charging Micro USB Cable, User Manual",Bluetooth,Behind the Neck,
396,"ZEBRONICS ZEB-CALYX earphone Wired Headset  (Black, In the Ear)",₹399,₹280,ZEB-CALYX earphone,Black,In the Ear,Yes,one wired earphone,Wired,,
397,"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset  (White, True Wireless)","₹3,499","₹1,699",Immortal 131,White,True Wireless,No,"1 Pair of Earbuds, Additional Ear Tips, Charging Cable, User Manual, Warrranty Card",Bluetooth,Earbud,
398,"Skullcandy Jib Plus Wireless Bluetooth Headset  (Blue, In the Ear)","₹2,499","₹1,499",S2JPW-M101,Blue,In the Ear,Yes,"User Guide, Earphone, USB Cable",Bluetooth,,
399,"ZEBRONICS Wired Headset Wired Headset  (Black, In the Ear)",₹399,₹255,Wired Headset,Black,In the Ear,No,1 Headset,Wired,Earbud,
400,"ZEBRONICS ZEB BRO+ Wired Headset  (Black, In the Ear)",₹349,₹267,ZEB BRO+,Black,In the Ear,Yes,earphone | earbud,Wired,Earbud,
401,"boAt Rockerz 333ANC with Crystal Bionic Sound,13mm Drivers &Active Noise Cancellation Bluetooth Headset  (Stellar Black, In the Ear)","₹4,990","₹1,999",Rockerz 333ANC,Stellar Black,In the Ear,Yes,"1 Headphone, Additional Earbuds, Charging Cable, User Manual, Warranty Card",Bluetooth,Behind the Neck,
402,"Noise Tune Active Pro with upto 60hrs playtime, ESR, Instacharge and Bluetooth V5.2 Bluetooth Headset  (Midnight Black, In the Ear)","₹2,999","₹1,199",Tune Active Pro Neckband,Midnight Black,In the Ear,Yes,"1 Neckband, Charging Cable, 2 Extra Eartips, User Manual",Bluetooth,Behind the Neck,
403,"Skullcandy Indy ANC Bluetooth Headset  (Black, True Wireless)","₹19,999","₹6,499",Indy ANC,Black,True Wireless,No,"1 pair earbuds with charging caseCable, User Manual Guide",Bluetooth,Earbud,
404,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","₹3,490","₹1,199",Rockerz 510 / Rockerz 518,Raging Red,On the Ear,Yes,"Rockerz 510, Charging Cable, User Manual, Warranty Card, Aux Cable",Bluetooth,,
405,"Skullcandy Dime 2 Bluetooth Headset  (Black, True Wireless)","₹7,999","₹2,619",S2DBW-P740,Black,True Wireless,No,"1 Pair Earbuds, Charging Case, USB Charging Cable, User Manual Guide",Bluetooth,Earbud,
406,"Noise Tune Active Pro with upto 60hrs playtime, ESR, Instacharge and Bluetooth V5.2 Bluetooth Headset  (Cobalt Blue, In the Ear)","₹2,999","₹1,199",Tune Active Pro Neckband,Cobalt Blue,In the Ear,Yes,"1 Neckband, Charging Cable, 2 Extra Eartips, User Manual",Bluetooth,Behind the Neck,
407,"Skullcandy Cassette Wireless Bluetooth Headset  (Chill Gray, On the Ear)","₹3,999","₹2,699",Cassette Wireless,Chill Gray,On the Ear,Yes,"Headphone, USB Charging Cable, User Manual",Bluetooth,Over the Head,
408,"ZEBRONICS Zeb Sound Bomb 6 Bluetooth Headset  (Black, True Wireless)","₹2,999","₹2,145",Zeb Sound Bomb 6,Black,True Wireless,No,"1N Charging Case, 1 Pair Of Earbuds, 1N Charging Cable",Bluetooth,Ear Clip,
409,"Boult Audio AirBass Xpods TWS Earbuds with 20H Playtime Bluetooth Headset  (Blue, True Wireless)","₹4,999",₹999,XPods,Blue,True Wireless,Yes,"1 Pair of Earphones, Charging case, Pair of ear buds, Type-C charging cable, User Manual",Bluetooth,Earbud,
410,"boAt Rockerz 255 Pro+ with ASAP Charge and upto 40 Hours Playback Bluetooth Headset  (Navy Blue, In the Ear)","₹3,990","₹1,299",Rockerz 255 Pro+/Rockerz 258 Pro+,Navy Blue,In the Ear,Yes,"1 Headphone, Type-C Charging Cable, Additional Earbuds, User Manual, Warranty Card",Bluetooth,Magnetized Buds,
411,"Noise Buds VS202 with 13mm driver,Hyper Sync and Fast Charge Bluetooth Headset  (Snow White, True Wireless)","₹3,499","₹1,099",Buds VS202 Truly Wireless,Snow White,True Wireless,No,"1N Bluetooth Headphone, 1N Charging Case, 1N Charging Cable, 1N User Manual, 1N Warranty Registration Card",Bluetooth,Earbud,
412,"ZEBRONICS ZEB-SOUND BOMB 4 Bluetooth Headset  (Black, True Wireless)","₹3,999","₹1,649",ZEB-SOUND BOMB 4,Black,True Wireless,Yes,1 headphone,Bluetooth,Earbud,
413,"PTron Basspods 281 In-Ear True Wireless Bluetooth 5.1 Headphones with Deep Bass, Touch Control, IPX4 Sweat/Water-Resistant, Stereo Calling & Passive Noise Canceling Earbuds (Black/Grey) Bluetooth Headset  (Black, Grey, True Wireless)","₹2,699","₹1,099",Basspods 281,"Black, Grey",True Wireless,Yes,1 pair headphone with box,Bluetooth,Earbud,
414,"PTron Tangent Beat Bluetooth Headset  (Green, In the Ear)","₹2,499","₹1,399",Tangent Beat,Green,In the Ear,Yes,"1 Neck band, user manual ,warranty card",Bluetooth,Behind the Neck,
415,"Wings Phantom Pro Gaming TWS with 40 Hrs Playtime,50ms low latency, Bluetooth 5.3 Bluetooth Gaming Headset  (Black, True Wireless)","₹5,499","₹1,299",Phantom Pro Gaming TWS with 40 Hrs Playtime,Black,True Wireless,Yes,"1 Pair of Earbuds, Charging Case, User Manual, Type-C Charging Cable, 3 Sets of Eartips",Bluetooth,Earbud,
416,"PTron Bassbuds Verse TWS Earbuds, 40H Playtime, ENC Calls, Deep Bass, BT5.3,TypeC,IPX4 Bluetooth Headset  (Black, In the Ear)","₹4,599",₹999,Bassbuds Verse,Black,In the Ear,Yes,"1 Pair of Earbuds with Charging Case, Charging Cable, User Guide Card, 2 Pairs Extra Eartips",Bluetooth,Earbud,
417,"PTron Basspods P481, 60Hrs Playtime, Deep Bass, ENC Stereo Calls Bluetooth Headset  (White, In the Ear)","₹3,199",₹899,Basspods P481,White,In the Ear,Yes,"1 Pair Earbuds, Charging Case, Charging Cable, User Guide Card, 2 Pair Extra Eartips",Bluetooth,Earbud,
418,"boAt Airdopes 163 Bluetooth Headset  (Bold Blue, True Wireless)","₹2,490","₹1,399",AIRDOPES 163,Bold Blue,True Wireless,No,"1 Pair of Earbuds, User Manual, Warranty Card, Additional Ear Tips, Charging Cable, Charging Case",Bluetooth,Earbud,
419,"ZEBRONICS ZEB- EARPHONE YOGA 2 Bluetooth Headset  (Black, In the Ear)","₹1,699","₹1,395",ZEB- EARPHONE YOGA 2,Black,In the Ear,Yes,1,Bluetooth,Behind the Neck,
420,"Noise Nerve Neckband with 25 Hours of Playtime, 10mm Driver, Instacharge, and IPX5 Bluetooth Headset  (Carbon Black, In the Ear)","₹2,499",₹899,Nerve Neckband,Carbon Black,In the Ear,Yes,"1x Bluetooth Neckband, 1x Charging Cable, 2x Extra Eartips, 1x User Manual",Bluetooth,Behind the Neck,
421,"PTron Basspod P81 Bluetooth Headset  (Black, True Wireless)","₹2,999","₹1,349",Basspod P81,Black,True Wireless,Yes,"1 Earbud , User manual ,Warranty card, USB Cable",Bluetooth,Earbud,"Additional Earmuffs/Eartips, USB Charging Cable, User Manual"
422,"Skullcandy Jib Plus Wireless Bluetooth Headset  (Electric Yellow, In the Ear)","₹2,499","₹1,499",Jib Plus Wireless,Electric Yellow,In the Ear,Yes,"1 Earphone, 1 USB Charging Cable",Bluetooth,Earbud,
423,"Boult Audio ProBass Fcharge with 40 hrs Playtime, ENC, Fast Charging, Fast Pairing Bluetooth Headset  (Blue, In the Ear)","₹4,999","₹1,199",ProBass FCharge,Blue,In the Ear,Yes,"1 Neckband, Extra Pair of Eartips, Charging Cable, User Manual",Bluetooth,Behind the Neck,
424,"PTron Basspods Flare, 40ms Gaming TWS Earbuds, 35hrs Playtime, Clear Calls & Deep Bass Bluetooth Headset  (Yellow, In the Ear)","₹3,199",₹899,Basspods Flare,Yellow,In the Ear,Yes,"1 Pair of Earbuds with Charging Case, Charging Cable, User Guide QR Card and 2 Pair of Extra Eartips",Bluetooth,Earbud,
425,"Portronics POR-1155 Conch Delta Wired Headset  (Black, In the Ear)",₹399,₹299,POR-1155 Conch Delta,Black,In the Ear,No,1 headphone,Wired,Canalphone,
426,"Noise Tune Active Pro with upto 60hrs playtime, ESR, Instacharge and Bluetooth V5.2 Bluetooth Headset  (Midnight Black, In the Ear)","₹2,999","₹1,199",Tune Active Pro Neckband,Midnight Black,In the Ear,Yes,"1 Neckband, Charging Cable, 2 Extra Eartips, User Manual",Bluetooth,Behind the Neck,
427,"Skullcandy Jib Plus Wireless Bluetooth Headset  (Black, In the Ear)","₹2,499","₹1,399",S2JPW-M003,Black,In the Ear,Yes,"User Guide, Earphone, USB Cable",Bluetooth,,
428,"Wings Phantom Godlike Gaming TWS Earbuds Bluetooth Gaming Headset  (Yellow, True Wireless)","₹4,999","₹1,199",Phantom Godlike Gaming TWS Earbuds,Yellow,True Wireless,Yes,"1 Pair of Earbuds with Charging Case, Cable, Ear Cushions, User Manual",Bluetooth,Earbud,
429,"Noise Air Buds Mini with 15 Hours Playtime, Tru Bass Technology, and HyperSync Bluetooth Headset  (Pearl White, True Wireless)","₹2,999",₹999,Air Buds Mini Truly Wireless,Pearl White,True Wireless,No,"1N Bluetooth Headphone, 1N Charging Case, 1N Type C Charging Cable, 1N User Manual, 1N Warranty Registration Card, 1N Reset Card",Bluetooth,Earbud,
430,"Boult Audio Airbass Truebuds Bluetooth Headset  (Red, True Wireless)","₹7,999","₹1,199",Airbass Truebuds,Red,True Wireless,Yes,"1 Pair of Earbud, Charging Case, Extra Pair of Buds, Charging Cable, User Manual",Bluetooth,Earbud,
431,"Portronics Harmonics Z2 - 30 Hours Playtime Wireless Neckband Bluetooth Headset  (Sky Blue, In the Ear)","₹1,999",₹799,Harmonics Z2 Wireless Stereo,Sky Blue,In the Ear,Yes,"1 headphone, Charging Cable, User Manual",Bluetooth,Behind the Neck,USB Charging Cable
432,"Noise Air Buds Pro 2 with 25 Hours Playtime, 40dB ANC, Triple Mic with ENC, and IPX5 Bluetooth Headset  (Charcoal Black, True Wireless)","₹7,999","₹2,999","Air Buds Pro 2 with 25 Hours Playtime, 40dB ANC, Triple Mic with ENC, and IPX5",Charcoal Black,True Wireless,No,"1 Pair of Earbud, Additional Pair of Eartips, Charging Case, Charging Cable, User Manual",Bluetooth,Earbud,
433,"Noise Buds VS204 with 50 Hours Playtime, Instacharge, ESR, 10mm Driver, and HyperSync Bluetooth Headset  (Space Blue, True Wireless)","₹3,999","₹1,599",Buds�VS204,Space Blue,True Wireless,Yes,"1 Pair of Earbuds with Charging Case, Charging Cable, User Manual, Warranty Registration Card",Bluetooth,Earbud,
434,"Skullcandy Push Active True Wireless Earbuds, Voice Control Bluetooth Headset  (Black/Orange, True Wireless)","₹13,999","₹7,899","Push Active True Wireless Earbuds, Voice Control",Black/Orange,True Wireless,No,"Push Active True Wireless Earbuds Charging Case Ear Gels (S, M, L) USB-C Charging Cable User Guide 1-Year Limited Warranty",Bluetooth,Earbud,
435,"Skullcandy Dime Truly wireless in Ear Earbuds with microphone Bluetooth Headset  (Green, True Wireless)","₹7,499","₹2,668",S2DMW-P750,Green,True Wireless,Yes,"Dime True Wireless Earbuds, Charging Case, Ear Gels (S, M, L) Micro- USB Charging Cable, User Guide",Bluetooth,Earbud,"USB Charging Cable, Charging Case"
436,"PTron Boom One Wired Headset  (Red, In the Ear)",₹800,₹451,Boom One,Red,In the Ear,Yes,"One Headphone, 2*Pairs of additional eartips, One Collar Durable Cuff Clip Holder",Wired,Earbud,Additional Earmuffs/Eartips
437,"Portronics Ear 1 Wired Headset  (White, In the Ear)",₹599,₹339,Ear 1,White,In the Ear,Yes,1N Earphone,Wired,Earbud,
438,"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset  (White, True Wireless)","₹3,499","₹1,699",Immortal 131,White,True Wireless,No,"1 Pair of Earbuds, Additional Ear Tips, Charging Cable, User Manual, Warrranty Card",Bluetooth,Earbud,
439,"boAt Rockerz 255 Pro+ with ASAP Charge and upto 40 Hours Playback Bluetooth Headset  (Teal Green, In the Ear)","₹3,990","₹1,299",Rockerz 255 Pro+ with ASAP Charge and upto 4 Hours Playback,Teal Green,In the Ear,Yes,"1 Headphone, Type-C Charging Cable, Additional Earbuds, User Manual, Warranty Card",Bluetooth,Magnetized Buds,
440,"PTron Bassbuds Verse TWS Earbuds, 40H Playtime, ENC Calls, Deep Bass, BT5.3,TypeC,IPX4 Bluetooth Headset  (Black, In the Ear)","₹4,599",₹999,Bassbuds Verse,Black,In the Ear,Yes,"1 Pair of Earbuds with Charging Case, Charging Cable, User Guide Card, 2 Pairs Extra Eartips",Bluetooth,Earbud,
441,"boAt Airdopes 131 PRO with 11mm Drivers,45Hrs Playback,ASAP Charge & Quad Mic ENx Bluetooth Headset  (Active Black, Dark Grey, In the Ear)","₹2,990","₹1,299",Airdopes 131 Pro,"Active Black, Dark Grey",In the Ear,No,"1 Pair of Earbuds with Charging Case, Additional Earbuds, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
442,"Wings Phantom 200 Wireless Earbuds, LED, 40ms Low Latency, DNS Mic Headphones Bluetooth Gaming Headset  (White, In the Ear)","₹2,999","₹1,199",Phantom 200,White,In the Ear,No,"1 Pair of Earbuds with Charging Case, Cable, Ear Cushions, User Manual",Bluetooth,Earbud,
443,"ZEBRONICS Zeb-Yoga 101 Bluetooth Headset  (Grey, In the Ear)","₹2,499",₹849,Zeb-Yoga 101,Grey,In the Ear,Yes,"1 Headphone, 2 Pair of Earbuds, 2 Pair of Earhooks, Charging Cable, User Manual",Bluetooth,Behind the Neck,
444,"PTron InTunes Beats Bluetooth Headset  (Black, Red, In the Ear)","₹2,499",₹849,InTunes Beats,"Black, Red",In the Ear,Yes,1 Unit,Bluetooth,Magnetized Buds,
445,"ZEBRONICS Zeb-Sound Bomb 10 Bluetooth Headset  (Black, True Wireless)","₹4,299","₹2,145",Zeb-Sound Bomb 10,Black,True Wireless,Yes,Earbuds 2 U Charging case 1 U Eartips 4 U Charging cable 1 U QR code guide 1 U,Bluetooth,Earbud,"Charging Case, USB Charging Cable, User Manual"
446,"ZEBRONICS ZEB-BANG Bluetooth Headset  (Orange, On the Ear)","₹1,599","₹1,450",ZEB-BANG,Orange,On the Ear,Yes,"1 X Headphone, 1 X Charging Cable, 1 X User Manual",Bluetooth,Over the Head,
447,"Skullcandy Indy ANC Bluetooth Headset  (Chill Grey, True Wireless)","₹19,999","₹9,699",Indy ANC,Chill Grey,True Wireless,Yes,"Earbuds, USB Charging Cable, User Manual Guide",Bluetooth,Earbud,
448,"ZEBRONICS ZEB BRO+ Wired Headset  (Black, In the Ear)",₹349,₹267,ZEB BRO+,Black,In the Ear,Yes,earphone | earbud,Wired,Earbud,
449,"Noise Flair Neckband with 35 Hours Playtime, ENC with Dual Mic, 10mm Driver, and IPX5 Bluetooth Headset  (Carbon Black, In the Ear)","₹3,999","₹1,799",Flair Touch Neckband,Carbon Black,In the Ear,No,"1x Bluetooth Neckband 1x Charging Cable, 2x Extra Eartips, 1x Wintips, 1x User Manual, 1x Warranty Registration Card",Bluetooth,Magnetized Buds,
450,"boAt Rockerz 255F Pro with Fast Charging Bluetooth Headset  (Navy Blue, In the Ear)","₹3,499","₹1,381",Rockerz 255F Pro / Rockerz 255 Pro,Navy Blue,In the Ear,Yes,"Rockerz 255F Pro, Additional Eabuds, Charging Cable, User Manual, Warranty Card",Bluetooth,Behind the Neck,
451,"boAt Rockerz 255 Arc with ENx Technology, Quick Switch Button & 30 HRS Playback Bluetooth Headset  (Wave Blue, In the Ear)","₹2,990","₹1,299",Rockerz 255 Arc,Wave Blue,In the Ear,Yes,"1 Headphone, Additional Earbuds, Charging Cable, User Manual, Warranty Card",Bluetooth,Behind the Neck,
452,"ZEBRONICS Zeb-Bang Pro Bluetooth Headset  (Orange, On the Ear)","₹2,499","₹1,199",Zeb-Bang Pro,Orange,On the Ear,No,"Headphone: 1unit, Charging cable : 1 unit, User manual : 1 unit, AUX Cable : 1 unit",Bluetooth,Foldable Over the Head,
453,"Noise Air Buds Mini with 15 Hours Playtime, Tru Bass Technology, and HyperSync Bluetooth Headset  (Jet Black, True Wireless)","₹2,999",₹999,Air Buds Mini Truly Wireless,Jet Black,True Wireless,No,"1N Bluetooth Headphone, 1N Charging Case, 1N Type C Charging Cable, 1N User Manual, 1N Warranty Registration Card, 1N Reset Card",Bluetooth,Earbud,
454,"Skullcandy Indy Evo Bluetooth Headset  (Blue, True Wireless)","₹12,999","₹5,808",Indy Evo,Blue,True Wireless,Yes,1 Headphone,Bluetooth,Earbud,
455,"Noise Nerve Pro with upto 35hrs of playtime, ESR, Instacharge and Bluetooth v5.2 Bluetooth Headset  (Jet Black, In the Ear)","₹2,799","₹1,199",Nerve Pro Neckband,Jet Black,In the Ear,Yes,"1 Neckband, Charging Cable, User Manual 2 Extra Eartips",Bluetooth,Behind the Neck,
456,"PTron Bassbud Jade Bluetooth Gaming Headset  (Black, True Wireless)","₹3,699","₹1,349",Bassbud Jade,Black,True Wireless,Yes,"1 Earbud , User Manual , Warranty Card , USB Cable",Bluetooth,Earbud,"Charging Case, USB Charging Cable, User Manual, Additional Earmuffs/Eartips"
457,"ZEBRONICS ZEB-BRO Wired Headset  (Blue, In the Ear)",₹399,₹308,ZEB-BRO,Blue,In the Ear,Yes,1 X WIRED HEADPHONE,Wired,,
458,"ZEBRONICS 8 bit Gaming Headphone Wired Gaming Headset  (Black, On the Ear)","₹1,999",₹949,8 bit Gaming Headphone,Black,On the Ear,No,1 Headphone,Wired,,
459,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Furious blue, On the Ear)","₹3,490","₹1,199",Rockerz on ear 510 / Rockerz 518,Furious blue,On the Ear,Yes,"Rockerz 510, Charging Cable, User Manual, Warranty Card, Aux Cable",Bluetooth,,
460,"Boult Audio ProBass Escape with Zen Tech ENC mic 10Hrs Playtime, Extra Deep Bass Bluetooth Headset  (Blue, In the Ear)","₹3,999",₹899,ProBass Escape,Blue,In the Ear,Yes,"1 Escape Earphone, 2 Extra Pair of Earbuds, Charging Micro USB Cable, User Manual",Bluetooth,Behind the Neck,
461,"ZEBRONICS ZEB-BRO Wired Headset  (Black, In the Ear)",₹349,₹299,ZEB-BRO,Black,In the Ear,Yes,1 X WIRED HEADPHONE,Wired,,
462,"ZEBRONICS Zeb - Thunder Bluetooth & Wired Headset  (Neon Yellow, On the Ear)","₹1,399",₹955,Zeb - Thunder,Neon Yellow,On the Ear,No,"1 Headphone, Aux Cable, Charging Cable, User Manual",Bluetooth & Wired,Over the Head,
463,"Boult Audio ProBass Fcharge with 40 hrs Playtime, ENC, Fast Charging, Fast Pairing Bluetooth Headset  (Black, In the Ear)","₹4,999","₹1,199",ProBass FCharge,Black,In the Ear,Yes,"1 Neckband, Extra Pair of Eartips, Charging Cable, User Manual",Bluetooth,Behind the Neck,
464,"Noise Buds VS102 Plus with 36 Hours Playtime, Instacharge, ENC, Quad Mic and HyperSync Bluetooth Headset  (Space Blue, True Wireless)","₹3,999","₹1,599","Buds VS102 Plus with 36 Hours Playtime, Instacharge, ENC, Quad Mic and HyperSync",Space Blue,True Wireless,No,"1 Pair of Earbuds with Charging Case, Charging Cable, User Manual, Warranty Registration Card",Bluetooth,Earbud,
465,"PTron Boom Gaming Wired Gaming Headset  (Black, In the Ear)","₹1,699",₹699,Boom Gaming,Black,In the Ear,Yes,"1 earphone , user manual ,warranty card",Wired,Earbud,
466,"Wings Phantom 500 with ENC and 40 ms latency Bluetooth Headset  (Black, True Wireless)","₹4,999","₹1,299",WL-PHANTOM500-BLK,Black,True Wireless,Yes,"1 Charging Case, 2 Earbuds, 3 Sets of Ear Tips, User Manual, Charging Type-C Cable",Bluetooth,Earbud,
