,Title,Actual_Price,Selling_Price,Brand,Model Name,Colour,Headphones Form Factor,Connector Type,Form Factor,Connectivity technologies,Wireless Communication Technology,Cable Type,Compatible Device,Special Feature,Style,Connectivity Technology,Wireless communication technologies,Age Range (Description),Connectivity Type,Mounting Hardware,Series,Compatible Devices,Specific Uses For Product,Material,Fabric Type,Weight,Size,Item Dimensions LxWxH,Number of Batteries
262,"boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback & Stone 135 Portable Wireless Speaker with 5W RMS Immersive Sound, IPX4 Water Resistance, True Wireless Feature",NaN,,boAt,,,In Ear,Wireless,,,Wireless,,,"Wireless, Portable",,,,,,,,,,,,,,,
263,"Boult Audio Z20 True Wireless in Ear Earbuds with Zen ENC Mic, 40H Playtime, Type-C Fast Charging, Made in India, 10mm Rich Bass Drivers, Environmental Noise Cancellation, IPX5 Ear Buds TWS (Black)","₹5,499","1,399",Boult Audio,AirBass,Z20 Black,In Ear,Bluetooth 5.1,,,,,,,,,,,,,,,,,,,,,
264,"boAt Airdopes 141 Pro True Wireless in Ear Earbuds with 45H Playtime, Quad Mics ENx Tech, 12mm Drivers, ASAP Charge, Beast Mode for Gaming & BT v5.3(Cool Grey)","₹2,990","1,499",boAt,Airdopes 141,Cool Grey,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,,,
265,"boAt Airdopes 141 Pro True Wireless in Ear Earbuds with 45H Playtime, Quad Mics Enx Tech, 12mm Drivers, ASAP Charge, Beast Mode for Gaming & BT v5.3(Siberian White)","₹2,990","1,499",boAt,Airdopes 141,Siberian White,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,,,
266,(Renewed) Skullcandy Dime 2 True Wireless In Ear Earbuds (Black),NaN,,Skullcandy,Dime 2 TWS,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
267,"Portronics Harmonics Twins 24 Smart TWS Earbuds with Bluetooth 5.0, Upto 15 H Total Playtime, Type-C Charging Port & Voice Assistant(White)","₹1,999","1,189",Portronics,Twins 24,White,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
268,"Zebronics Zeb-Sound Bomb 5 Tws V5.0 Bluetooth Truly Wireless In Ear Earbuds With Up To 22H Backup, Flash Connect, Splash Proof, Voice Assistant, Touch Control, 10Mm Driver, With Mic And Type C (White)","₹3,999",899,ZEBRONICS,ZEB-SOUND BOMB 5 (WHITE),White,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
269,"Portronics Conch 80 in Ear Wired Earphones with Mic, 10mm Dynamic Drivers, Extra Bass, Magnetic Latch, Nylon Braided Wire(Blue)",₹599,348,Portronics,Conch 80,Blue,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
270,boAt Bassheads 220 in Ear Wired Earphones(Fiery Orange Indi),₹999,499,boAt,Bassheads 220,Fiery Orange Indi,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
271,"Meyaar SPN Series Headset Made in India Earphones Earbuds for Kids 3 Pack, Wholesale Earbuds Headphones Earphones for Classroom, School, Library, Computer Lab, Students and Adult Packs (3 Pack)",₹999,299,Meyaar,,Black,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
272,"pTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)","₹1,800",649,PTron,Tangent,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
273,boAt Bassheads 225 in Ear Wired Earphones with Mic(Forest Green Indi),₹999,699,boAt,Bassheads 225,Forest Green Indi,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
274,"(Renewed) Zebronics Zeb-Buds C2 in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 10mm Drivers, in Line Mic & Volume Controller (Black)",NaN,,ZEBRONICS,Zeb Buds C2 (Black),Black,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
275,"boAt Rockerz 370 On Ear Bluetooth Headphones with Upto 12 Hours Playtime, Cozy Padded Earcups and Bluetooth v5.0(Fiery Red)","₹2,499","1,199",boAt,Rockerz 370,Fiery Red,On Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
276,Jabra Evolve 20 Wired On Ear Headphones with mic Black,"₹8,890","6,300",Jabra,,,On Ear,Wired,,,Bluetooth,,,,,,,,,Ear Cushions,,,,,,,,,
277,"(Renewed) boAt Airdopes 481V2 Bluetooth Truly Wireless In Ear Earbuds With Mic (Active Black), One Size",NaN,,boAt,Airdopes 481v2,Active Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
278,"Skullcandy Indy ANC True Wireless in-Ear Bluetooth Earbuds, Active Noise Cancellation, Compatible with iPhone and Android, Charging Case and Mic, Best for Gym, Sports, and Gaming - Chill Gray","₹14,999","9,599",Skullcandy,Indy ANC,Chill Gray,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
279,boAt Rockerz 450 Wireless Bluetooth On Ear Headphone with Mic (Luscious Black),"₹2,499","2,399",boAt,Rockerz 450,Luscious Black,On Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
280,"pTron Tangent Sports, 60Hrs Playtime, ENC BT5.2 Headphone, AptSense 40ms Low Latency Gaming, Punchy Bass, in-Ear Wireless Earphone, HD Mic, Type-C Fast Charging & IPX4 (Black/Red)","₹2,499",899,PTron,Tangent,Black/Red,,,In Ear,Wireless,,,,,,,,,,,,,,,,,,,
281,"Meyaar Beex Abhinandan Wired Durable Metal Earphones Earbuds with Microphone & Deep Bass Clear Sound Noise Isolating in Ear Headphones, Stereo Ear Buds for Cell Phones, Laptop, Tablet (Metal White)",₹999,129,Meyaar,Abhinandan,Metal White,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
282,"Wings Phantom Truly Wireless in Ear Earbuds with LED Battery Indiacator 50ms Low Latency 40Hrs Playtime, MEMS with Mic, Bluetooth 5.3, IPX5 Resistant, for Best Calling and Designed for Comfort Gaming","₹4,999",979,Wings,,Black,,,In Ear,Wireless,,,,,,,Bluetooth,,,,,,,,,,,,
283,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)",₹999,599,JBL,C100SI,Black,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
284,"ZEBRONICS Zeb-Buds 40 Wired Stereo Earphone with Deep bass, in-line Microphone for Calling, Gold Plated 3.5mm Connector, Glossy Finish, 1.2 Meter Durable Cable and Lightweight Design(Red)",₹449,325,ZEBRONICS,ZEB-BUDS 40 (RED),Red,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
285,"boAt Nirvana 751 ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones with Up to 65H Playtime, ASAP Charge, Ambient Sound Mode, Immersive Sound, Carry Pouch(Gunmetal Grey)","₹7,990","3,999",boAt,Nirvanaa 751 ANC,Gunmetal Grey,Over Ear,Bluetooth 5.0,,,,,,,,,,,,,,,,,,,,,
286,"Meyaar SPN.SP-29 Ultra High Bass Perfume Headset, Wired in-Ear Earphone with Mic (White)",₹999,99,Meyaar,SP-29,WHite,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
287,Jabra Engage 50 Stereo Wired Professional UC Headset,"₹35,533","27,533",Jabra,Engage 50 Stereo,Stereo,On Ear,Wired,,,,,,,,,,,,,,,,,,,,,
288,"boAt Rockerz 335 Bluetooth Wireless in Ear Earphones with Qualcomm Aptx & CVC, Upto 30 Hours Playback, ASAP Charge, Signature Sound, Ipx5 and Btv5.0 with Mic (Blue Ocean)","₹3,990","2,129",boAt,Rockerz 335,Blue Ocean,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
289,"Portronics Harmonics Z2 Wireless Bluetooth 5.2 Headset with Mic, ENC Noise Cancelling, Upto 30Hrs Playtime, Fast Charging Type C Neckband, Voice Assistant, & in-line Controls (Yellow)","₹1,999",899,Portronics,Harmonics Z2,Yellow,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
290,"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx Tech, Beast Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Cool Grey)","₹2,990","1,399",boAt,Airdopes 181,Cool Grey,In Ear,Bluetooth 5.2,,,,,,,,,,,,,,,,,,,,,
291,"Boult Audio Probass Qcharge Bluetooth Wireless in Ear Earphones with Mic with Fast Charging, 20H Battery Life, Ipx5 Water Resistant Neckband (Blue)","₹4,999",999,Boult Audio,ProBass Qcharge,Blue,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
292,Skullcandy Jib Wired in-Earphone with Mic (Black) (S2DUYK-343),₹999,820,Skullcandy,S2DUYK-343,Black,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
293,boAt Bassheads 900 Wired On Ear Headphones with Mic (Pearl White) & Bassheads 152 in Ear Wired Earphones with Mic(Jazzy Blue),NaN,,boAt,,"White, Blue",On Ear,Wired,,,,,,"on-ear, collapsible",,,,,,,,,,,,,,,
294,Meyaar Zigzag HB-9139 for Samsung Earphone with High Bass 3.5 mm Jack Earphone for Android Mobiles Wired Headset with Mic (Black),₹999,279,Meyaar,,Black,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
295,"boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback, 8MM Drivers, Battery Indicators, Lightweight Earbuds & Multifunction Controls & Stone 180 5W Bluetooth Speaker",NaN,,boAt,,,In Ear,Wireless,,,Bluetooth,,,"earbud, in-ear",,,,,,,,,,,,,,,
296,(Renewed) Skullcandy Jib Plus Wireless in-Earphone with Mic (Pure Mint),NaN,,Skullcandy,,Pure Mint,In Ear,Bluetooth,,,Bluetooth,,,,,,,,,,,,,,,,,,
297,"(Renewed) Portronics Harmonics 224 POR-1156 Wireless Bluetooth 5.0 Sports Headset with High Bass, Powerful Audio Drivers Comfort Fit, Supreme Sound, Built-in Mic for Calls, All Android & iOS Devices, Black",NaN,,Portronics,,Black,In Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
298,"Skullcandy Hesh ANC Wireless Over-Ear Headphones, Active Noise Cancelling, Wireless Charging 22 Hours Battery Life - Mob White","₹19,999","10,599",Skullcandy,Hesh ANC,Mod White,Over Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
299,"boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback & Stone 135 Portable Wireless Speaker with 5W RMS Immersive Sound, IPX4 Water Resistance, True Wireless Feature",NaN,,boAt,,,In Ear,Wireless,,,Wireless,,,"Wireless, Portable",,,,,,,,,,,,,,,
300,"pTron Bassbuds Jade Truly Wireless in Ear Earbuds with 40ms Gaming Low Latency, HD Stereo Calls, 40Hrs Playtime, 1-Step Pairing Bluetooth Headphone, Fast TypeC Charging & IPX4 Waterproof (Black)","₹3,699",999,PTron,Bassbuds,Black & Green,,,In Ear,Wireless,,,,,,,,,,,,,,,,,,,
301,"boAt Airdopes 190 True Wireless in Ear Earbuds with Beast Mode(50ms) for Gaming, 40H Playtime, Breathing LEDs, Signature Sound, Quad Mics ENx Tech, ASAP Charge & BT v5.3(White Sabre)","₹3,499","1,599",boAt,Airdopes 190,White Sabre,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,,,
302,"pTron Bassbuds Sports V2 Bluetooth 5.3 Wireless Over Ear Headphone with Mic, Earhooks, 48Hrs Playtime, Snug-fit Design, ENC TWS Earbuds, Immersive Sound, Movie/Music Mode & Type-C Charging (Black)","₹3,199","1,099",PTron,Bassbuds Sports,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
303,"(Renewed) boAt Rockerz 510 Super Extra Bass Bluetooth Headset (Raging Red, On the Ear)",NaN,,boAt,,Red,,,On Ear,,,,,,,Wireless,,,,,Rockerz 510 Headset (Raging Red )-cr,,,,,,,,
304,Jabra EVOLVE 65 UC Duo Wireless Bluetooth On Ear Headphone with Mic (Black),"₹27,621","23,300",Jabra,,Black,On Ear,Wireless,,,"Bluetooth, NFC",,,,,,,,,,,,,,,,,,
305,"Jabra Elite 7 Active in-Ear Bluetooth True Wireless Waterproof Sports Earbuds with Active Noise Cancellation, Multipoint connectivity Shake Grip for Workouts and Active fit with mic - Navy","₹15,999","13,139",Jabra,Elite 7 Active,Navy,,,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,
306,"ZEBRONICS Zeb-Yoga 90 Pro Wireless Bluetooth in Ear Neckband Earphone with Rapid Charge,Dual Pairing,Magnetic earpiece,Splash Proof,Type C Charging with Mic (Black)","₹2,999",699,ZEBRONICS,Zebronics Zeb Yoga 90 Pro,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
307,"(Renewed) Skullcandy Indy Evo True Wireless Earbuds with 30 Hours Total Battery+Rapid Charge, IP 55 Sweat, Water and Dust Resistant, Solo Bud and Tile Tracking (Deep Red)",NaN,,Skullcandy,,Deep Red,In Ear,Wireless,,,Wireless,,,,,,,,,,,,,,,,,,
308,"ZEBRONICS Zeb Buds 20 in Ear 3.5mm Wired Stereo Earphones with Mic, 1.2 Metre Cable, 14mm Drivers, in Line Mic & Volume Controller (Gray)",₹599,325,ZEBRONICS,ZEB-BUDS 20(GREY),Gray,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
309,Skullcandy Set Sport Wired In-Earphone with Mic (Black/Speckle/Red),"₹2,999","1,799",Skullcandy,set,Black,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
310,"boAt Rockerz 245 pro Bluetooth in Ear Neckband with Beast Mode(Super Low Latency) for Gaming, ENx Tech for Clear Calls, ASAP Charge, 20HRS Playtime, IPX4, Dual Pairing & BT v5.3(Blue Bliss)","₹2,990","1,299",boAt,Rockerz,Blue Bliss,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,,,
311,Meyaar Abhinandan Wired In Ear Earphone with Mic (White),NaN,199,Meyaar,,White,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
312,boAt Bassheads 220 Wired in Ear Earphones(Black Indi),₹999,499,boAt,Bassheads 220,Black Indi,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
313,"(Renewed) boAt Airdopes 631 Wireless TWS In Ear Earbuds with BT v5.0, Qualcomm® aptX & CVC, Up to 28H Total Playback, Sports Fit, IPX5 Water Resistance, Stylish Metallic Case(Active Black)",NaN,,boAt,Airdopes 631,Active Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
314,(Renewed) boAt Airdopes 441 Bluetooth Truly Wireless In Ear Earbuds with Mic (Raging Red),NaN,,boAt,Airdopes 441,Raging Red,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
315,"ZEBRONICS Zeb-Evolve Wireless in Ear Neckband Earphone with mic, Supporting Bluetooth v5.0, Voice Assistant, Rapid Charge, Dual Pairing, Magnetic Earpiece (Metallic Yellow)","₹1,499",499,ZEBRONICS,ZEB-EVOLVE,Metallic Yellow,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
316,"Zebronics ZEB-YOGA Wireless Bluetooth Supporting Earphone With Neckband Supports Magnetic Switch Control, Dual Pairing, Call Function, Voice Assistant, Water Resistant & Upto 21hrs* Playback Time (Blue)","₹2,499","1,199",ZEBRONICS,ZEB-YOGA (Blue),Blue,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
317,"Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic, 30-Hours of Playtime, Instacharge & Pulse Go Buzz Smart Watch Bluetooth Calling with 1.69"" Display",NaN,,Noise,,Black,In Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
318,"Meyaar SPN Headphone Heavy Bass Stereo Earphones Earbuds with Remote & Microphone, Laptops,Gaming Noise Isolating Tangle Free Headsets in Ear Headset (5 White)","₹1,999",479,Meyaar,,5 White,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
319,"Jabra Elite 3 in Ear Bluetooth Truly Wireless in Ear Earbuds with mic, Noise Isolating for Clear Calls, with Fast Charging & Up to 28Hrs, Rich Bass, Customizable Sound, Mono Mode-Navy","₹6,999","4,499",Jabra,Elite 3,Navy,,,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,
320,"boAt Airdopes 191G True Wireless In Ear Earbuds with ENx Tech Equipped Quad Mics, Beast Mode(Low Latency- 65ms) for Gaming, 2x6mm Dual Drivers, 30H Playtime, IPX5, IWP, Appealing Case LEDs(Sport Blue)","₹3,490","1,599",boAt,Airdopes 191G,Sport Blue,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,,,
321,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback,(Black) & Airdopes 121v2 True Wireless Earbuds with Upto 14 Hours Playback，Lightweight Earbuds & Multifunction Controls",NaN,,boAt,,Black,"Over Ear, In Ear",Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
322,"boAt Airdopes 141 True Wireless in Ear Earbuds with mic, 42H Playtime, Beast Mode & Stone 650 10W Bluetooth Speaker with Upto 7 Hours Playback, IPX5 and Integrated Controls (Red)",NaN,,boAt,,Red,In Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
323,"boAt Airdopes 141 True Wireless in Ear Earbuds with mic, 42H Playtime, Beast Mode(Low Latency Upto 80ms) (Bold Black) & Rockerz 450 Bluetooth On Ear Headphones with Mic",NaN,"1,399",boAt,,Bold Black,"In Ear, On Ear",Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
324,ZEBRONICS Wire Less Ear Buds Zeb Sound Bomb 6,"₹2,999","1,099",ZEBRONICS,ZEB SOUND BOMB 6,white,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
325,"Noise Newly Launched Air Buds 2 Truly Wireless in Ear Earbuds with 40H of Playtime, Instacharge(10 min=240 min), Quad Mic with ENC, 13 mm Driver, and BT v5.3 (Clear White)","₹4,999","1,899",Noise,Air Buds 2,Clear White,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
326,Skullcandy Crusher Evo Wireless Over-Ear-Headphone with Rapid Charge Personal Sound App and Built-in Tile Finding Technology with mic (Black),"₹29,999","15,299",Skullcandy,Crusher Evo,Black,Over Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
327,Skullcandy Chops Flex Sports Performance Wired In Ear Earphones With Mic (Royal Blue),"₹1,999","1,299",Skullcandy,Chops Buds,Royal Blue,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
328,Skullcandy Push True Wireless Earbuds (Dark Gray/Black),"₹9,999","5,999",Skullcandy,Push,Gray/Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
329,"pTron Bassbuds Duo in Ear Earbuds with 32Hrs Total Playtime, Bluetooth 5.1 Wireless, Stereo Audio, Touch Control TWS, with Mic, Type-C Fast Charging, IPX4 & Voice Assistance (Black)","₹2,599",898,PTron,Bassbuds,Midnight Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
330,Meyaar Beex Wired In Ear Earphone with Mic (White),NaN,279,Meyaar,,White,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
331,"boAt Airdopes 191G True Wireless in Ear Earbuds with ENx Tech Equipped Quad Mics, Beast Mode(Low Latency- 65ms) for Gaming, 2x6mm Dual Drivers, 30H Playtime, IPX5, IWP (White Siberia)","₹3,490","1,599",boAt,Airdopes 191G,White Siberia,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,,,
332,Skullcandy Riff Wired On Ear Headphone with Mic (Blue),"₹3,999","1,899",Skullcandy,Riff Wired,Blue,On Ear,Wired,,,,,,,,,,,,,,,,,,,,,
333,"Meyaar Hitage 276 Rich Bass Metal Earbuds with HD Sound Heavy BASS Wired Headset with Mic (White, in The Ear) (White)",₹999,109,Meyaar,,White,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
334,Skullcandy Ink'd Wired in-Earphone with Mic (Black),NaN,"1,799",Skullcandy,Ink'd with Mic,Black,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
335,Jabra Elite 85t True Wireless Bluetooth Earbuds – Advanced Noise-Cancelling Earbuds for Calls & Music with Charging Case and 2 Wireless Charging Pads - Grey,"₹45,535","28,114",Jabra,Elite 85t,Grey,On Ear,USB,,,,,,,,,,,,,,,,,,,,,
336,"(Renewed) Skullcandy Hesh 2 Bluetooth Wireless Over-Ear Headphones - Black, S6HBGY-374",NaN,,Skullcandy,,Black,Over Ear,Bluetooth,,,Bluetooth,,,,,,,,,,,,,,,,,,
337,"boAt Nirvana 751 ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones with Up to 65H Playtime, ASAP Charge, Ambient Sound Mode, Immersive Sound, Carry Pouch(Gunmetal Grey)","₹7,990","3,999",boAt,Nirvanaa 751 ANC,Gunmetal Grey,Over Ear,Bluetooth 5.0,,,,,,,,,,,,,,,,,,,,,
338,"Zebronics Zeb-Bang Foldable Wireless BT Headphone Comes with 40mm Drivers, AUX Connectivity, Call Function, 16Hrs* Playback time & Supports Voice Assistant (Red)","₹1,399",699,ZEBRONICS,Zeb-Bang,Red,Over Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
339,"ZEBRONICS Zeb-BRO PRO in Ear Wired Stereo Earphones with Mic, 3.5mm Audio Input Jack, 10mm Drivers, in-Line Mic, 1.2 Metre Cable (Black)",₹449,199,ZEBRONICS,ZEB BRo Pro,Black,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
340,"Portronics Harmonics Z5 Wireless Bluetooth Stereo Headset with 33Hrs Playtime, Double EQ Mode, 14.2 mm Dynamic Drivers, Click Action Buttons(Blue)","₹2,499",799,Portronics,Harmonics Z5,Blue,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
341,"Boult Audio Newly Launched Charge with 12H Playtime,20mins=100% Charge Type-C Fast Lightning Charging,Pro+ Calling HD Mic,10mm Rich Bass Drivers,IPX5,Bluetooth Wireless Earphones Neckband Probass-Blue","₹1,999",799,Boult Audio,,,,Lightning,,,,Lightning,,Long Battery Life,,,,,,,,Bluetooth Devices,,,,,,,
342,"boAt Rockerz 550 Upto 20 Hours Playback, Soft Padded Ear Cushions and Physical Noise Isolation Bluetooth Wireless Over Ear Headphones with Mic & Bassheads 102 in Ear Wired Earphones with Mic",NaN,,boAt,,Blue,Over Ear,"Wireless, Wired",,,Bluetooth,,,,,,,,,,,,,,,,,,
343,"ZEBRONICS Zeb Yoga 90 Plus Wireless in-Ear Neckband Earphone Supporting Bluetooth 5.0, Dual Pairing,Type C Charging,10mm Drivers,Metallic Magnetic Earpiece,Call & Media Controls, Splash Proof(Yellow)","₹2,299",799,ZEBRONICS,ZEB-YOGA 90 PLUS - YELLOW,Yellow,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
344,"ZEBRONICS Zeb-Sound Bomb 1 TWS Earbuds with BT5.0, Up to 12H Playback, Touch Controls, Voice Assistant, Splash Proof with Type C Portable Charging Case (Orange)","₹2,499",879,ZEBRONICS,ZEB-SOUND BOMB 1 - ORANGE,orange,Earbuds,Wireless,,,,,,,,,,,,,,,,,,,,,
345,boAt Bassheads 225 in Ear Wired Earphones with Mic(Fiery Orange Indi),₹999,699,boAt,Bassheads 225,Fiery Orange Indi,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
346,(Renewed) boAt Airdopes 381 with ASAP charge Bluetooth Truly Wireless in ear Earbuds with mic (Grey),NaN,,boAt,Airdopes 381,Grey,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
347,"boAt Rockerz 370 On Ear Bluetooth Headphones with Upto 12 Hours Playtime, Cozy Padded Earcups and Bluetooth v5.0(Buoyant Black) & Bassheads 152 in Ear Wired Earphones with Mic(Active Black)",NaN,,boAt,,Black,On Ear,"Wireless, Wired",,,Bluetooth,,,,,,,,,,,,,,,,,,
348,(Renewed) ZEBRONICS Zeb Evolve Wireless Bluetooth In Ear Neckband Earphone with Mic (Gray),NaN,NaN,ZEBRONICS,,Gray,In Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
349,boAt Bassheads 100 in Ear Wired Earphones with Mic(Furious Red),₹999,399,boAt,BassHeads 100,Furious Red,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
350,"Noise Newly Launched Buds Connect Truly Wireless in Ear Earbuds with 50H Playtime, Quad Mic with ENC, Instacharge(10 min=120 min), 13mm Driver, Hyper Sync, and BT v5.2 (Mint Green)",NaN,NaN,Noise,Buds Connect,Mint Green,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
351,(Renewed) Skullcandy Jib Plus Wireless in-Earphone with Mic (Red),NaN,,Skullcandy,,Red/Black,In Ear,Bluetooth,,,Bluetooth,,,,,,,,,,,,,,,,,,
352,"Jabra Talk 45 Bluetooth Wireless in Ear Earphones with mic for High Definition Hands-Free Calls with Noise Cancellation, 1-Touch Voice Activation and Streaming Multimedia (Silver)","₹4,999","4,867",Jabra,Jabra Talk 45,Silver,,,On Ear,Wireless,,,,,,,,,,,,,,,,,,,
353,"Noise ColorFit Ultra Buzz Bluetooth Calling Smart Watch & Flair in-Ear Wireless Bluetooth Smart Neckband Earphone with Touch Controls, 35 Hour Playtime, Environmental Cancellation with Dual mic",NaN,,Noise,,Clear,,,In Ear,,,,,,,Wireless,,,Bluetooth,,,,,,,,,,
354,"Boult Audio Probass Qcharge Bluetooth Wireless in Ear Earphones with Mic with Fast Charging, 20H Battery Life, Ipx5 Water Resistant Neckband (Black)","₹4,999",999,Boult Audio,ProBass Qcharge,Black,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,,,
355,"Skullcandy Hesh ANC Wireless Over-Ear Headphones, Active Noise Cancelling, Wireless Charging 22 Hours Battery Life - Mob White","₹19,999","10,599",Skullcandy,Hesh ANC,Mod White,Over Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
356,"pTron Tangentbeat In-ear Bluetooth Wireless Headphones with Mic, Enhanced Bass, 10mm Drivers, Clear Calls, Snug-Fit, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Dark Green)","₹2,499",749,PTron,Tangent,Dark Green,,,In Ear,Wireless,,,,,,,,,,,,,,,,,,,
357,"boAt Airdopes 141 True Wireless in Ear Earbuds with mic, 42H Playtime, BeastMode(Low Latency Upto 80ms) & Stone 180 5W Bluetooth Speaker with Upto 10 Hours Playback, 1.75"" Driver, IPX7 & TWS Feature",NaN,,boAt,,,In Ear,Wireless,,,Bluetooth,,,"earbud, in-ear",,,,,,,,,,,,,,,
358,"Portronics Harmonics X1 in-Ear Wireless Bluetooth 5.0 Sports Headset with Powerful Audio Output, 15 Hrs Playtime, with Mic, Magnetic Earbuds, Type C Charging (Black)","₹1,999",849,Portronics,Harmonics X1,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
359,"pTron Bassbuds Duo in Ear Earbuds with 32Hrs Total Playtime, Bluetooth 5.1 Wireless, Stereo Audio, Touch Control TWS, with Mic, Type-C Fast Charging, IPX4 & Voice Assistance (White)","₹2,599",898,PTron,Bassbuds,Moon White,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
360,"Meyaar Pack of 2 SP-27 High Bass Headset Wired in-Ear Earphone with Mic, Made in India Earphones (Black + White)",₹999,249,Meyaar,SP-27(White + Black),White + Black,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
