product_link,Title,Actual_Price,Selling_Price,Brand,Model Name,Colour,Headphones form factor,Connector Type,Form Factor,Connectivity technologies,Material,Compatible Devices,Item Dimensions LxWxH,Connectivity Technology,Wireless Communication Technology,Special Feature,Mounting Hardware,Series,Included Components
https://www.amazon.in/Tangent-Bluetooth-Earphones-Assistant-Resistant/dp/B0BSFNBBHL/ref=sr_1_77?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386852&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-77,"PTron Tangent Duo Bluetooth 5.2 Wireless in Ear Earphones with Mic, 24Hrs Playback, 13mm Driver, Deep Bass, Fast Charging Type-C Neckband, Dual Pairing, Voice Assistant & IPX4 Water Resistant (Black)","₹1,899",549,pTron,Tangent,Black,,,In Ear,Wireless,,,,,,,,,
https://www.amazon.in/Meyaar-Earphones-Headphones-Microphone-Isolating/dp/B08CG23HDD/ref=sr_1_26?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386809&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-26,Meyaar R-Plus 2208 Edition Deep Bass Wired Durable Metal Earphones Headphones with Microphone in Ear Earbuds Noise Isolating Earphones Remote & Mic Headset Stereo Headphones for Android & iOS (White),₹799,99,Meyaar,R Plus 2208,White,In Ear,wired usb,,,,,,,,,,,
https://www.amazon.in/Meyaar-Samsung-Earphone-Android-Mobiles/dp/B0843B9TSS/ref=sr_1_14?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386807&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-14,"Meyaar YS Made in India Earphones with High Bass Headphones for Android & iOS Mobiles with 3.5 mm Jack Compatibility, Wired Headset with Mic (Black)",₹999,119,Meyaar,YS,Black,In Ear,wired usb,,,,,,,,,,,
https://www.amazon.in/Meyaar-ML-63-Braided-Universal-Earphones/dp/B07X6JYHV5/ref=sr_1_56?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386811&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-56,"Meyaar SPN Made in India Headphones with HD Sound, Headset with in-line mic & 3.5mm Jack Wired Universal Earphones with Free Multifunctional Stylus Pen. (Black)",₹999,279,Meyaar,ML 63,Metal Black,In Ear,wired usb,,,,,,,,,,,
https://www.amazon.in/Skullcandy-S5PXY-L636-Headphone-Speckle-Sunset/dp/B07HB8V9LQ/ref=sr_1_10?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386858&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-10,Skullcandy Riff Wired On Ear Headphone with Mic (Blue),"₹3,999","2,099",Skullcandy,Riff Wired,Blue,On Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Airdopes-141-Bluetooth-Wireless-Playtime/dp/B09N3XMZ5F/ref=sr_1_6?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386785&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-6,"boAt Airdopes 141 Bluetooth Truly Wireless in Ear Headphones with 42H Playtime, Beast Mode(Low Latency Upto 80ms) for Gaming, ENx Tech, IWP, IPX4 Water Resistance, Smooth Touch Controls(Cyan Cider)","₹4,490","1,399",boAt,Airdopes 141,Cider Cyan,In Ear,Bluetooth 5.1,,,,,,,,,,,
https://www.amazon.in/Skullcandy-Tropical-over-Ear-Wireless-Headphones/dp/B07CVHCRS3/ref=sr_1_21?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386858&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-21,Skullcandy Hesh3 Bluetooth Wireless Over Ear Headphones With Mic Multi-Colored,"₹9,999","5,999",Skullcandy,Hesh3 BT,Psycho Tropical,Over Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Meyaar-Earphones-Isolating-Microphones-Headphones/dp/B08MVDZCF5/ref=sr_1_82?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386812&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-82,Meyaar Beex Earphones High Bass Sport Earbuds Noise Isolating Deep Bass in Ear Earphones with Microphones Headphones with Mic (White with Red Case),₹999,299,Meyaar,,White with Red Case,In Ear,,,,,,,,,,,,
https://www.amazon.in/Skullcandy-Wireless-Earbuds-Resistant-Isolating/dp/B08XZFL7R2/ref=sr_1_32?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386860&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-32,"Skullcandy Dime Bluetooth Truly Wireless in Ear Earbuds with Mic with 12 Hours Total Battery, Ipx4 Sweat and Water Resistant, Secure Noise Isolating Fit (Golden Orange)","₹7,499","2,355",Skullcandy,Dime TWS,Golden Orange,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/boAt-Rockerz-450-Headphones-Integrated/dp/B0BLH26TK8/ref=sr_1_16?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386785&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-16,"boAt Rockerz 450 Wonder Woman Edition Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Amazonian Red)","₹3,990","1,157",boAt,Rockerz 450,Amazonian Red,On Ear,Bluetooth,,,,,,,,,,,
https://www.amazon.in/JBL-Cancellation-Headphones-Playtime-Assistant/dp/B096FYLJ6M/ref=sr_1_20?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386846&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-20,"JBL Tune 760NC, Wireless Over Ear Active Noise Cancellation Headphones with Mic, up to 50 Hours Playtime, Pure Bass, Dual Pairing, AUX & Voice Assistant Support for Mobile Phones (Black)","₹7,999","4,999",JBL,Tune,Black,Over Ear,Bluetooth 5.0,,,,,,,,,,,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDAwMDQ0MDM4MDg5NjE6MTY4NDM4Njg3MDpzcF9idGY6MjAwODM4OTYzMzg3OTg6OjA6Og&url=%2FBassbuds-Plus-Wireless-Stereo-Headphones%2Fdp%2FB08DB8Z972%2Fref%3Dsr_1_45_sspa%3Fcrid%3D26YCJ7VB7YLJ4%26keywords%3Dheadphones%26qid%3D1684386870%26refinements%3Dp_89%253APTron%26rnid%3D3837712031%26s%3Delectronics%26sprefix%3D%252Caps%252C1567%26sr%3D1-45-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"PTron Bassbuds Plus in Ear True Wireless Stereo Earbuds with Mic, Deep Bass Bluetooth Headphones, Voice Assistance, IPX4 Sweat & Water Resistant TWS, 12Hrs Battery & Fast Charge (Blue & Black)","₹2,499",799,pTron,Bassbuds Plus,Blue & Black,In Ear,"Wireless, Bluetooth 5.0",,,,,,,,,,,
https://www.amazon.in/Meyaar-Headphone-Earphones-Microphone-Isolating/dp/B08957RTD3/ref=sr_1_13?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386807&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-13,"Meyaar SPN Headphone Heavy Bass Stereo Earphones Earbuds with Remote & Microphone, Laptops,Gaming Noise Isolating Tangle Free Headsets in Ear Headset (White)",₹999,108,Meyaar,SPN,Metal White,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Skullcandy-Truly-Wireless-Earbuds-Green/dp/B08X22G28L/ref=sr_1_77?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386864&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-77,"Skullcandy Dime True Wireless in-Ear Bluetooth Earbuds Compatible with iPhone and Android/Charging Case and Microphone/Great for Gym, Sports, and Gaming, IPX4 Water Dust Resistant - Dark Green","₹7,499","2,499",Skullcandy,Dime,Blue Green,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Meyaar-Headphones-Microphone-Compatible-Smartphones/dp/B095XMYZHS/ref=sr_1_33?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386809&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-33,"Meyaar Beex Earbuds, Headphones with Microphone Pack of 3, Earbuds Wired, Stereo in-Ear Earphones, Compatible with Android Smartphones, MP3 Players, Fits 3.5mm Interface (3 Pack| 2 Black| 1 White)","₹1,299",379,Meyaar,Meyaar,Black & White,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Meyaar-Abhinandan-Microphone-All-Headphone-Smartphones/dp/B08BY61MG2/ref=sr_1_99?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386815&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-99,Meyaar Beex Abhinandan Series with Super Heavy Bass 90%-Noise Isolating Earbuds with Microphone and Amazing Sound Effects and Game Experience for All-Headphone for All Smartphones (White),₹799,249,Meyaar,,White,In Ear,wired usb,,,,,,,,,,,
https://www.amazon.in/Rockerz-450-Masaba-Bluetooth-Headphone/dp/B08T5W1C5F/ref=sr_1_55?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386850&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-55,"boAt Rockerz 450 Masaba Edition Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions and Dual Modes Bluetooth Wireless On Ear Headphones with Mic and (Aztec Fusion)","₹3,990","1,330",boAt,Rockerz 450,Aztec Fusion,On Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Bose-QuietComfort-Cancelling-Personalized-Cancellation/dp/B0B4PSQHD5/ref=sxin_16_aspa_sqa?c_c=282350261&content-id=amzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd%3Aamzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd&crid=26YCJ7VB7YLJ4&cv_ct_cx=headphones&keywords=headphones&pd_rd_i=B0B4PSQHD5&pd_rd_r=b2f2f5bd-76ad-4352-9702-e585710d5752&pd_rd_w=sUiqf&pd_rd_wg=RSqcu&pf_rd_p=d6fc18b9-350a-43ef-bbf0-8a0340d151dd&pf_rd_r=963PWRM62AEV4T1WB0M1&qid=1684386792&refinements=p_89%3ASONY&rnid=3837712031&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%2Caps%2C1567&sr=1-7-9e85f757-0438-470e-8160-8465beaa22d5,"Bose New QuietComfort Earbuds II, Wireless, Bluetooth, World’s Best Noise Cancelling in-Ear Headphones with Personalized Noise Cancellation & Sound, Triple Black",NaN,"25,900",Bose,QuietComfort Earbuds II,Triple Black,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mjc0OTM4NTMwNjExMTk4OjE2ODQzODY4NDc6c3BfYnRmOjIwMTQ4NzkxOTM0OTk4OjowOjo&url=%2FRD-Bluetooth-Headphone-Four-Microphone-Surrounding%2Fdp%2FB09SFX5Z63%2Fref%3Dsr_1_49_sspa%3Fcrid%3D26YCJ7VB7YLJ4%26keywords%3Dheadphones%26qid%3D1684386847%26rnid%3D3837712031%26sprefix%3D%252Caps%252C1567%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,RD BH-205 Pure Bass Bluetooth 5.0 Wireless Over Ear Headphone | 20H Playtime | Four-Microphone System Isolates Voice from Surrounding | Light Weight | Controls on The Ear Cups | Black Color,₹999,499,RD,RD-OVR-205,Black,Over Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Skullcandy-S5URHW-509-Wireless-Headphones-Black/dp/B00WGMRD2S/ref=sr_1_14?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386858&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-14,Skullcandy Uproar Wireless On-Ear Headphone with Mic (Black),"₹4,999","3,599",Skullcandy,Uproar BT,Black,On Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Boom-Ultima-Headphones-Cancelling-Earphones/dp/B08D75R3Z1/ref=sr_1_19?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386846&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-19,"PTron Boom Ultima 4D Dual Driver, in-Ear Gaming Wired Headphones with in-line Mic, Volume Control & Passive Noise Cancelling Boom 3 Earphones - (Dark Blue)","₹1,900",299,pTron,Boom Ultima,Dark Blue,,,In Ear,Wired,,,,,,,,,
https://www.amazon.in/Wings-Neckband-Bluetooth-Dedicated-Headphones/dp/B0B76QBL8K/ref=sr_1_4?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386854&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-4,"Wings Phantom 110 Neckband with ENC Mic,Dual Pairing, 20 hrs Playtime, Bluetooth 5.3,Dedicated Bass Boost Mode and Gaming Mode with 50ms Ultra Low Latency Headphones (Orange)","₹1,990",872,Wings,WL-PHANTOM110-ORG,Orange,,,In Ear,Wireless,,,,,,,,,
https://www.amazon.in/ZEBRONICS-Black-30-Bluetooth-Microphone/dp/B0BS6CRKC8/ref=sr_1_74?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386802&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-74,"ZEBRONICS DC Black ADAM Edition Buds 30 3.5mm Stereo Bluetooth in Ear Earphone with Inline Microphone for Calling, Volume Control, 14mm Drivers, Stylish eartip Design and 1.2 Meter Durable Cable",₹599,242,ZEBRONICS,ZEB BUDS 30 - Black Adam,Black Adam,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/SH-12-Wireless-Universal-Bluetooth-Headphone/dp/B08PT9PPZ2/ref=sr_1_52?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386850&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-52,SH-12 Wireless Bluetooth Over the Ear Headphone with Mic (Black),₹799,473,Generic,Sh12,Black,Over Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Bassbuds-Wireless-Earbuds-Charging-Playtime/dp/B0B4G6DHSH/ref=sr_1_28?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-28,"pTron Bassbuds Revv Wireless in Ear Earbuds with Mic, ENC Calling, 50ms Low Latency, 13mm Driver, Punchy Bass, BT5.3 Headphones, Touch Control, Type-C Fast Charging, 28Hrs Playtime & IPX4 (Black)","₹4,599",799,pTron,Bassbuds Revv,Black,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/ZEBRONICS-Bluetooth-Assistant-Transparent-Rechargeable/dp/B0BYJSD8FQ/ref=sr_1_38?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386799&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-38,"ZEBRONICS PODS 2 Wireless TWS Earbuds with Bluetooth 5.3, LED Display, Voice Assistant, Call Function, Transparent Charging case, Touch Control & Built-in Rechargeable Battery - Black","₹2,199",699,ZEBRONICS,ZEB-PODS 2 - BLACK,Black,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Meyaar-Abhinandan-Handsfree-Earphones-Headphones/dp/B095XLWS11/ref=sr_1_49?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386811&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-49,"Meyaar Beex Abhinandan Series Wired Handsfree Stereo Earphones in-Ear Headphones Bass Earbuds, Headset with Mic (2 Pack| White)",₹999,249,Meyaar,Meyaar,White,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Rockerz-370-Headphone-Bluetooth-Lightweight/dp/B0856HNMR7/ref=sr_1_13?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386785&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-13,"boAt Rockerz 370 On Ear Bluetooth Headphones with Upto 12 Hours Playtime, Cozy Padded Earcups and Bluetooth v5.0, with Mic (Buoyant Black)","₹2,499","1,099",boAt,Rockerz 370,Buoyant Black,On Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/boAt-Rockerz-330-Bluetooth-Earphones/dp/B09LHZWR7T/ref=sr_1_65?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386788&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-65,"boAt Rockerz 330 Pro in-Ear Bluetooth Neckband with 60HRS Playtime, ASAP Charge, ENx Tech, Signature Sound, BT v5.2, Dual Pairing, IPX5, with Mic (Teal Green)","₹2,990","1,799",boAt,Rockerz 330 Pro,Teal Green,In Ear,Bluetooth 5.2,,,,,,,,,,,
https://www.amazon.in/Airdopes-141-Playtime-Resistance-Bluetooth/dp/B09N3ZNHTY/ref=sr_1_25?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386846&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-25,"boAt Airdopes 141 Bluetooth Truly Wireless in Ear Headphones with mic, 42H Playtime, Beast Mode(Low Latency Upto 80ms) for Gaming, ENx Tech, ASAP Charge, IWP, IPX4 Water Resistance (Bold Black)","₹4,490","1,399",boAt,Airdopes 141,Bold Black,In Ear,Bluetooth 5.1,,,,,,,,,,,
https://www.amazon.in/Launched-Basspods-Bluetooth-Earphones-Resistant/dp/B0BZDFSPV4/ref=sr_1_39?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-39,"PTron Newly Launched Basspods P251 Bluetooth V5.1 Wireless Earphones, 13mm Drivers, Stereo Sound & Stereo Calls, 28Hrs Playtime, Touch Control TWS Earbuds, Voice Assist & IPX4 Water Resistant (Black)","₹2,599",899,pTron,Basspods,Black,,,In Ear,Wireless,,,,,,,,,
https://www.amazon.in/SONY-WH-CH510-Wireless-Headphone-Blue/dp/B0817T8FB6/ref=sr_1_1?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386792&refinements=p_89%3ASONY&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-1,"Sony Wh-Ch510 Bluetooth Wireless On Ear Headphones Up-To 35Hrs Playtime Lightweight, Type-C, Play/Pause Control, 30Mm Driver, Bt Version 5.0 & Voice Assistant Support For Mobiles, with mic - Blue","₹4,990","2,690",Sony,WH-CH510,Blue,On Ear,Bluetooth 5.0,,,,,,,,,,,
https://www.amazon.in/Meyaar-Headphones-Microphone-Earphones-Smartphones/dp/B08MVFKGGJ/ref=sr_1_28?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386809&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-28,"Meyaar DG-Beex Pack of 3 Headset with High Bass Headphones with Microphone, Earbuds Wired Stereo Earphones for All Smartphones (3 Black) (Set of 3 Black)",₹999,329,Meyaar,DG Beex,Set of 3 Black,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Skullcandy-S2IQW-M686-Wireless-Earphone-Cobatt/dp/B07R2LKRFQ/ref=sr_1_68?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386862&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-68,Skullcandy Inkd Plus Wireless in-Earphone with Mic (Cobatt/Blue),"₹4,999","3,867",Skullcandy,Ink'd Plus BT,Blue,In Ear,Bluetooth,,,,,,,,,,,
https://www.amazon.in/boAt-Airdopes-413ANC-Cancellation-Signature/dp/B0BV5Y6D9P/ref=sr_1_90?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386789&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-90,"boAt Airdopes 413ANC True Wireless in Ear Earbuds with Active Noise Cancellation, 2 Mics ENx Tech, Signature Sound, Touch Gesture, 20 Hours Playback, ASAP Charge & Ambient Mode(Verve Purple)","₹4,990","1,999",boAt,Airdopes 413ANC,Verve Purple,In Ear,Bluetooth,,,,,,,,,,,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MTk3NzY5OTY5OTM3NDI0OjE2ODQzODY4NTI6c3BfYnRmOjIwMDU1ODg3Njg2Nzk4OjowOjo&url=%2FBoult-Audio-Lightning-Environmental-Cancellation%2Fdp%2FB0B31BYXQQ%2Fref%3Dsr_1_81_sspa%3Fcrid%3D26YCJ7VB7YLJ4%26keywords%3Dheadphones%26qid%3D1684386852%26rnid%3D3837712031%26sprefix%3D%252Caps%252C1567%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"Boult Audio Z20 True Wireless in Ear Earbuds with Zen ENC Mic, 40H Playtime, Type-C Fast Charging, Made in India, 10mm Rich Bass Drivers, Environmental Noise Cancellation, IPX5 Ear Buds TWS (Green)","₹5,499","1,399",Boult,AirBass,Z20 Green,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Airdopes-181-Bluetooth-Wireless-Signature/dp/B09PL677CS/ref=sr_1_104?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386791&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-104,"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx Tech, Beast Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Bold Blue)","₹2,990","1,299",boAt,Airdopes 181,Bold Blue,In Ear,Bluetooth 5.2,,,,,,,,,,,
https://www.amazon.in/boAt-Airdopes-Wireless-Immersive-Resistance/dp/B0BNZZDB5N/ref=sr_1_114?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386791&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-114,"boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback & Stone 135 Portable Wireless Speaker with 5W RMS Immersive Sound, IPX4 Water Resistance, True Wireless Feature",NaN,,boAt,Airdopes 121v2,Active Black,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Meyaar-Noise-Isolating-Wired-Earphone/dp/B09F11KZPH/ref=sr_1_105?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386815&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-105,Meyaar M-11 Noise Isolating Wired in-Ear Earphone with Mic (Baby Pink + Neon + Dark Pink),₹999,359,Meyaar,M-11,Baby Pink + Neon + Dark Pink,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Skullcandy-Wireless-Resistant-Microphones-Noise-Isolating/dp/B08G1YSRPR/ref=sr_1_29?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386860&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-29,Skullcandy Jib True Wireless in-Ear Earbud-Blue,"₹8,999","3,399",Skullcandy,Jib True Wireless Earbuds,Blue,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Bassbuds-Duo-Headphones-Water-Resistant-Assistance/dp/B09DD7N79Q/ref=sr_1_25?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-25,"pTron Bassbuds Duo in Ear Earbuds with 32Hrs Total Playtime, Bluetooth 5.1 Wireless Headphones, Stereo Audio, Touch Control TWS, with Mic, Type-C Fast Charging, IPX4 & Voice Assistance (Blue)","₹2,599",799,pTron,Bassbuds,Blue,In Ear,Bluetooth 5.1,,,,,,,,,,,
https://www.amazon.in/Sony-MDR-E9LP-In-Ear-Headphones-Blue/dp/B004VHF210/ref=sr_1_18?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386792&refinements=p_89%3ASONY&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-18,Sony MDR-E9LP in-Ear Headphones (Blue),"₹4,489","3,143",Sony,,Blue,In Ear,Wired,,,,,,,truly_wireless,,,,
https://www.amazon.in/boAt-Rockerz-558-Bluetooth-Headphones/dp/B0BVRD5QKY/ref=sr_1_79?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386852&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-79,"boAt Rockerz 558 Bluetooth Wireless Over Ear Headphones with Mic Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Maroon Maverick)","₹4,999","1,999",boAt,Rockerz 550,Maroon,On Ear,Bluetooth,,,,,,,,,,,
https://www.amazon.in/boAt-Bassheads-220-Wired-Earphones/dp/B0BRXVWN8Q/ref=sr_1_57?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386788&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-57,boAt Bassheads 220 Wired in Ear Earphones(Indi Blue),₹999,399,boAt,Bassheads,Indi Blue,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/ZEBRONICS-Zeb-DUKE1-Bluetooth-Headphone-Assistant/dp/B09JJQJG4V/ref=sr_1_17?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386796&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-17,"ZEBRONICS Zeb-DUKE1 Wireless Bluetooth 5.0 Over Ear Headphone with Voice Assistant, AUX Port, Call Function, 34Hrs* Battery Backup, Dual Pairing, Media & Volume Control with mic (Orange with Grey)","₹2,499",907,ZEBRONICS,ZEB-DUKE1,ORANGE+GREY,Over Ear,Bluetooth 5.0,,,,,,,,,,,
https://www.amazon.in/Tangentbeat-Bluetooth-Headphones-Waterproof-Cancelation/dp/B08D77XZX5/ref=sr_1_1?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386868&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-1,"PTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones with Mic, Deep Bass, 10mm Drivers, Clear Calls, Snug-Fit, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Black)","₹2,499",639,pTron,Tangent,Active Black,,,In Ear,Wireless,,,,,,,,,
https://www.amazon.in/ZEBRONICS-Black-Wireless-Earbuds-Assistant/dp/B0BSL2GBWV/ref=sr_1_57?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386800&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-57,"ZEBRONICS DC Black ADAM Edition Sound Bomb 7 TWS Wireless in Ear Earbuds with 40H* Backup, Rapid Charge, 50ms Gaming Mode, ENC mic, Voice Assistant, Flash Connect, Splash Proof, BT v5.2 and Type C","₹4,899","1,276",ZEBRONICS,ZEB - SOUND BOMB 7 - Black Adam,Black Adam,In Ear,Wireless,,,,,,,,,,,
